LipidProbe,gene_name,logFC,pvalue,hit_annotation,CellLine
Spa,PSMC5,-0.34078817,0.005166446,no hit,Huh7
Spa,UBA1,-0.539021566,0.005185633,no hit,Huh7
Spa,H2AFY,0.432222657,0.005187903,no hit,Huh7
Spa,LARS,-0.364833027,0.005194097,no hit,Huh7
Spa,PMPCB,0.35523452,0.005208493,no hit,Huh7
Spa,OLA1,-0.401347331,0.00529017,no hit,Huh7
Spa,PDCD6IP,-0.618325013,0.005512949,no hit,Huh7
Spa,DPP3,-0.687159908,0.005708496,no hit,Huh7
Spa,VIM,0.588869426,0.005713841,enriched candidate,Huh7
Spa,TARS,-0.492931344,0.005838452,no hit,Huh7
Spa,UGGT1,0.388633132,0.005839031,no hit,Huh7
Spa,RPL6,-0.665362065,0.005899763,no hit,Huh7
Spa,XPO4,-0.354374672,0.005946256,no hit,Huh7
Spa,TBC1D15,-0.41715744,0.0060479,no hit,Huh7
Spa,PDHB,0.581668323,0.006065114,no hit,Huh7
Spa,TXN,-0.792075901,0.006154684,no hit,Huh7
Spa,AIFM1,0.496301386,0.006221439,no hit,Huh7
Spa,HNRNPA3,0.376897405,0.006274614,no hit,Huh7
Spa,GPS1,-0.428309017,0.006291135,no hit,Huh7
Spa,IDE,-0.399289267,0.00634021,no hit,Huh7
Spa,KPNA3,-0.574100051,0.006351728,no hit,Huh7
Spa,IMPDH2,-0.741572778,0.006422889,no hit,Huh7
Spa,MATR3,0.427666714,0.006447413,no hit,Huh7
Spa,PPIB,0.777428496,0.006584529,enriched candidate,Huh7
Spa,UPP1,-0.612013848,0.006682439,no hit,Huh7
Spa,NPEPPS,-0.458661293,0.006745017,no hit,Huh7
Spa,GOT1,-0.687312066,0.006841216,no hit,Huh7
Spa,RPS19,-0.49805986,0.006870784,no hit,Huh7
Spa,XPNPEP1,-0.641268856,0.006915282,no hit,Huh7
Spa,COLGALT1,0.427906893,0.006935768,no hit,Huh7
Spa,VARS,-0.360567201,0.006999286,no hit,Huh7
Spa,PDCL3,-0.449645631,0.007063746,no hit,Huh7
Spa,STRBP,0.466013194,0.007106665,no hit,Huh7
Spa,GOT2,0.366299458,0.007128018,no hit,Huh7
Spa,LMNB2,0.554658695,0.007269146,no hit,Huh7
Spa,GSPT1,-0.489102276,0.007366354,no hit,Huh7
Spa,HAT1,-0.478639678,0.007413449,no hit,Huh7
Spa,HNRNPL,0.486172662,0.007452798,no hit,Huh7
Spa,AHCY,-0.498098376,0.007567687,no hit,Huh7
Spa,ACAT1,0.406637563,0.007631237,no hit,Huh7
Spa,LTA4H,-0.701126632,0.007638439,no hit,Huh7
Spa,CNDP2,-0.905556369,0.007744816,no hit,Huh7
Spa,HIST1H4A,0.559397776,0.007888558,no hit,Huh7
Spa,GOLGB1,0.520892132,0.007927737,no hit,Huh7
Spa,CLUH,-0.35318874,0.007933256,no hit,Huh7
Spa,EEA1,0.315513361,0.007935696,no hit,Huh7
Spa,TRIP11,0.404709533,0.008037518,no hit,Huh7
Spa,NAE1,-0.732696858,0.008103033,no hit,Huh7
Spa,ARMT1,-0.679207985,0.008196773,no hit,Huh7
Spa,CAPNS1,-0.803677665,0.008231301,no hit,Huh7
Spa,MDH2,0.375032528,0.008319974,no hit,Huh7
Spa,RFC4,-0.739660142,0.008335856,no hit,Huh7
Spa,GOLIM4,0.609146565,0.008436669,enriched candidate,Huh7
Spa,PSME1,-0.478204284,0.008437129,no hit,Huh7
Spa,LMNB1,0.511445158,0.008564839,no hit,Huh7
Spa,GLB1,0.327628302,0.008628633,no hit,Huh7
Spa,ACTL6A,-0.68348838,0.008705002,no hit,Huh7
Spa,PKM,-0.703994449,0.008931365,no hit,Huh7
Spa,TPR,0.347327012,0.009004461,no hit,Huh7
Spa,GFAP,0.470146762,0.009190834,no hit,Huh7
Spa,OSBPL1A,-0.662531248,0.009370017,no hit,Huh7
Spa,CPSF7,0.514843497,0.009456681,no hit,Huh7
Spa,CCAR2,0.424273156,0.009500814,no hit,Huh7
Spa,PSME3,-0.35938989,0.009523304,no hit,Huh7
Spa,NDUFS1,0.315802604,0.009570357,no hit,Huh7
Spa,NARS,-0.632739308,0.009605664,no hit,Huh7
Spa,HSD17B10,0.367651417,0.009839283,no hit,Huh7
Spa,NXN,-0.62258981,0.00995356,no hit,Huh7
Spa,ATP6V0D1,0.477425199,0.010015937,no hit,Huh7
Spa,DNMT1,-0.296843135,0.010088935,no hit,Huh7
Spa,SNX1,0.358504301,0.010998179,no hit,Huh7
Spa,FDPS,-0.452628495,0.011048305,no hit,Huh7
Spa,BPNT1,-0.604993465,0.011061289,no hit,Huh7
Spa,PFAS,-0.55528951,0.011152773,no hit,Huh7
Spa,HNRNPH3,0.304600849,0.011193296,no hit,Huh7
Spa,TPI1,-0.560053999,0.011363607,no hit,Huh7
Spa,PYCR1,0.419653683,0.011431667,no hit,Huh7
Spa,ATP5A1,0.33751379,0.011573577,no hit,Huh7
Spa,OGDHL,0.355759984,0.01171145,no hit,Huh7
Spa,POLR1B,0.450871485,0.011820087,no hit,Huh7
Spa,FAT1,0.299725758,0.011834763,no hit,Huh7
Spa,COL4A3BP,-0.384251448,0.011979478,no hit,Huh7
Spa,SDAD1,0.461968028,0.012003126,no hit,Huh7
Spa,LIMA1,0.554085261,0.01203649,no hit,Huh7
Spa,CRLF3,-0.410054719,0.012097327,no hit,Huh7
Spa,NUDT5,-0.68939616,0.012233238,no hit,Huh7
Spa,ACO2,0.439558313,0.012315724,no hit,Huh7
Spa,LARS2,0.303282336,0.012409719,no hit,Huh7
Spa,SSBP1,0.590998798,0.012461004,enriched candidate,Huh7
Spa,SOD2,0.854920212,0.012591493,enriched candidate,Huh7
Spa,CTSZ,0.40155438,0.012631581,no hit,Huh7
Spa,SPTBN1,0.328457667,0.012843737,no hit,Huh7
Spa,PSMA4,-0.446069091,0.012978628,no hit,Huh7
Spa,NME1-NME2|NME2,-0.516147799,0.012990283,no hit,Huh7
Spa,SART3,-0.312799091,0.013011853,no hit,Huh7
Spa,RBM8A,0.452075784,0.013671223,no hit,Huh7
Spa,ACAD9,0.499576995,0.013733108,no hit,Huh7
Spa,HNRNPAB,0.485626728,0.013878728,no hit,Huh7
Spa,RSL1D1,0.361707692,0.014131013,no hit,Huh7
Spa,GLOD4,-0.797350585,0.014180429,no hit,Huh7
Spa,SMC4,-0.489198315,0.014310903,no hit,Huh7
Spa,GLDC,0.377929971,0.014348941,no hit,Huh7
Spa,TXNRD1,-0.544031412,0.014578874,no hit,Huh7
Spa,MSH2,-0.32981430900000003,0.014592063,no hit,Huh7
Spa,AASS,0.316953965,0.014916863,no hit,Huh7
Spa,RABGGTB,-0.582609367,0.015251749,no hit,Huh7
Spa,NUDCD1,-0.417802856,0.015523779,no hit,Huh7
Spa,HK1,0.294175204,0.015796964,no hit,Huh7
Spa,MAPK1,-0.411584726,0.015857188,no hit,Huh7
Spa,CS,0.370187943,0.015908234,no hit,Huh7
Spa,DPYSL3,-0.389852153,0.016048111,no hit,Huh7
Spa,UBE3A,-0.431954664,0.016190065,no hit,Huh7
Spa,TSN,-0.427691488,0.016295416,no hit,Huh7
Spa,EIF4A3,0.305138776,0.01633713,no hit,Huh7
Spa,SDHA,0.406044753,0.016566562,no hit,Huh7
Spa,NDUFS3,0.473870986,0.01673538,no hit,Huh7
Spa,ABCE1,-0.553050612,0.016924607,no hit,Huh7
Spa,HSDL2,0.429160152,0.016956745,no hit,Huh7
Spa,ACTN4,0.294389151,0.017038786,no hit,Huh7
Spa,ALDOA,-0.416042939,0.017491485,no hit,Huh7
Spa,PDHA1,0.312920816,0.017644832,no hit,Huh7
Spa,CUL1,-0.28417343,0.017689123,no hit,Huh7
Spa,STRN3,-0.442578018,0.017702062,no hit,Huh7
Spa,OTUB1,-0.556623791,0.017743672,no hit,Huh7
Spa,GUSB,0.363636363,0.018012341,no hit,Huh7
Spa,MAPRE3,-0.518623773,0.018112709,no hit,Huh7
Spa,ADH5,-0.671347047,0.018448882,no hit,Huh7
Spa,ERAP1,0.372292084,0.018531346,no hit,Huh7
Spa,DNAJC7,-0.383062038,0.018676573,no hit,Huh7
Spa,DARS2,0.326094667,0.01928798,no hit,Huh7
Spa,CYP3A5,0.501738226,0.019429124,no hit,Huh7
Spa,NPM1,0.495132518,0.019440453,no hit,Huh7
Spa,DDX21,0.2981114,0.019628138,no hit,Huh7
Spa,RBM14,0.380011734,0.019899824,no hit,Huh7
Spa,IDH3A,0.2969814,0.020011098,no hit,Huh7
Spa,FNTA,-0.420345847,0.020134427,no hit,Huh7
Spa,ACAA2,0.444250306,0.020283342,no hit,Huh7
Spa,ACLY,-0.479649157,0.020307316,no hit,Huh7
Spa,CENPF,0.422036849,0.02054597,no hit,Huh7
Spa,TRAP1,0.285154037,0.020546117,no hit,Huh7
Spa,PPP2CB,-0.272893896,0.020606597,no hit,Huh7
Spa,ZYX,-0.868569333,0.020629675,no hit,Huh7
Spa,IDH3B,0.278963513,0.020716344,no hit,Huh7
Spa,CANX,0.465461932,0.021014179,no hit,Huh7
Spa,ZFR,0.28418191,0.021114986,no hit,Huh7
Spa,CAND1,-0.325139589,0.021125409,no hit,Huh7
Spa,TNPO2,-0.40788572,0.021296833,no hit,Huh7
Spa,GNAS,0.999744623,0.021372819,enriched candidate,Huh7
Spa,MTHFD1,-0.33735769,0.021476575,no hit,Huh7
Spa,ATXN10,-0.441032835,0.021564168,no hit,Huh7
Spa,EIF4A1,-0.322948944,0.021718328,no hit,Huh7
Spa,CUL4A,-0.33831733,0.021804942,no hit,Huh7
Spa,U2SURP,0.478942293,0.021926588,no hit,Huh7
Spa,HNRNPU,0.534504536,0.02198055,no hit,Huh7
Spa,TTC38,-0.614593794,0.022067919,no hit,Huh7
Spa,FKBP8,0.384527099,0.022227027,no hit,Huh7
Spa,LMNA,0.416583137,0.022277217,no hit,Huh7
Spa,GFM1,0.387809829,0.022319107,no hit,Huh7
Spa,TXNDC5,0.289033909,0.022341951,no hit,Huh7
Spa,YLPM1,0.344246398,0.022446954,no hit,Huh7
Spa,GART,-0.382516479,0.02261603,no hit,Huh7
Spa,APLP2,0.407119638,0.022691705,no hit,Huh7
Spa,COPB2,-0.363426927,0.022976364,no hit,Huh7
Spa,A2M,0.913382112,0.023102253,enriched candidate,Huh7
Spa,XPO5,-0.323388173,0.023148429,no hit,Huh7
Spa,PTER,-0.528271423,0.023155219,no hit,Huh7
Spa,MALT1,-0.469928027,0.023370914,no hit,Huh7
Spa,DBN1,0.385186585,0.023409979,no hit,Huh7
Spa,SUPT16H,0.267055841,0.023426664,no hit,Huh7
Spa,CLIC1,-0.540167149,0.023797743,no hit,Huh7
Spa,SF3A1,0.267804853,0.024083584,no hit,Huh7
Spa,HECTD1,-0.313759098,0.024128138,no hit,Huh7
Spa,ATIC,-0.444446591,0.02437497,no hit,Huh7
Spa,NUMA1,0.451167379,0.024442463,no hit,Huh7
Spa,SKIV2L2,0.383917858,0.024766108,no hit,Huh7
Spa,XPOT,-0.443154907,0.024766562,no hit,Huh7
Spa,PABPN1|BCL2L2,0.319426731,0.024854867,no hit,Huh7
Spa,GOLGA2,0.414628837,0.025065707,no hit,Huh7
Spa,HSPE1,0.451766356,0.025076811,no hit,Huh7
Spa,UBA6,-0.444770909,0.025162024,no hit,Huh7
Spa,HARS,-0.571286402,0.025276815,no hit,Huh7
Spa,PSMD5,-0.373766137,0.025320193,no hit,Huh7
Spa,FASN,-0.354856045,0.025486613,no hit,Huh7
Spa,PDIA6,0.551681624,0.025524088,no hit,Huh7
Spa,HNRNPD,0.335938244,0.025572866,no hit,Huh7
Spa,SPTAN1,0.318551153,0.025583458,no hit,Huh7
Spa,PSMA3,-0.377538548,0.025874734,no hit,Huh7
Spa,PRDX3,0.49367444,0.025922775,no hit,Huh7
Spa,GLUD1,0.380866348,0.02690971,no hit,Huh7
Spa,PFN2,-0.507063783,0.026949604,no hit,Huh7
Spa,OGDH,0.297322351,0.027124329,no hit,Huh7
Spa,PSME2,-0.403598895,0.027268599,no hit,Huh7
Spa,DNAJA2,-0.361165411,0.027495268,no hit,Huh7
Spa,PPP4C,-0.373277047,0.027928105,no hit,Huh7
Spa,RMDN3,0.425584824,0.027955975,no hit,Huh7
Spa,SF3A3,0.467122524,0.027958032,no hit,Huh7
Spa,RSF1,0.656098357,0.028051578,enriched candidate,Huh7
Spa,LAMB1,0.372931211,0.028267767,no hit,Huh7
Spa,LRPPRC,0.405238971,0.02836462,no hit,Huh7
Spa,HNRNPA1,0.414743487,0.028419407,no hit,Huh7
Spa,YWHAB,-0.649749564,0.02856958,no hit,Huh7
Spa,PPA1,-0.702846555,0.028938992,no hit,Huh7
Spa,PPP5C,-0.491076904,0.029120846,no hit,Huh7
Spa,RAB2A|DKFZp313C1541|RAB2B,-0.344004524,0.029393088,no hit,Huh7
Spa,PML,0.308107732,0.029648507,no hit,Huh7
Spa,IPO5,-0.322008134,0.029675605,no hit,Huh7
Spa,CPSF1,0.330073396,0.029786154,no hit,Huh7
Spa,PPP3CA,-0.417517506,0.029818317,no hit,Huh7
Spa,SF3B4,0.387755915,0.029957722,no hit,Huh7
Spa,POR,0.311192473,0.03001696,no hit,Huh7
Spa,NAXE,-0.461804036,0.031026364,no hit,Huh7
Spa,ALDH4A1,0.375708801,0.031447148,no hit,Huh7
Spa,CTSD,0.953186813,0.031625173,enriched candidate,Huh7
Spa,CLIC4,-0.39380178,0.031635293,no hit,Huh7
Spa,EIF5A2|EIF5A|EIF5AL1,-0.553160151,0.03174646,no hit,Huh7
Spa,HPRT1,-0.652787964,0.032194655,no hit,Huh7
Spa,HIP1,0.287222992,0.033262589,no hit,Huh7
Spa,PSMD13,-0.443306127,0.033456137,no hit,Huh7
Spa,DLG1,0.278599381,0.033672781,no hit,Huh7
Spa,CNPY3,0.245731897,0.03487233,no hit,Huh7
Spa,LONP1,0.497806449,0.034873428,no hit,Huh7
Spa,PPP4R3A,-0.289438646,0.0349798,no hit,Huh7
Spa,MIA3,0.308294746,0.035106732,no hit,Huh7
Spa,STIP1,-0.401026529,0.035508931,no hit,Huh7
Spa,HSP90AA1,-0.361924336,0.03565237,no hit,Huh7
Spa,PFKP,-0.688740678,0.035707409,no hit,Huh7
Spa,ACTR2,-0.242278124,0.035755514,no hit,Huh7
Spa,PRMT5,-0.32851965,0.035762925,no hit,Huh7
Spa,CAPN2,-0.549992637,0.036381164,no hit,Huh7
Spa,ME2,0.298128558,0.036419233,no hit,Huh7
Spa,PPIA,-0.434429298,0.036427869,no hit,Huh7
Spa,PRKAR1A,-0.248650185,0.03692004,no hit,Huh7
Spa,UBE2N,-0.418676451,0.037012472,no hit,Huh7
Spa,KDELC2,0.391183881,0.037031643,no hit,Huh7
Spa,DLAT,0.27001555,0.037311183,no hit,Huh7
Spa,CNP,0.403091254,0.038261832,no hit,Huh7
Spa,HNRNPC,0.441835823,0.038638542,no hit,Huh7
Spa,CTSB,0.393128267,0.039420124,no hit,Huh7
Spa,APP,0.319680568,0.039492923,no hit,Huh7
Spa,LSM2,-0.323274415,0.03990408,no hit,Huh7
Spa,HK2,0.281673903,0.039975109,no hit,Huh7
Spa,ETF1,-0.347583943,0.040475489,no hit,Huh7
Spa,RBBP7,0.313139977,0.040616253,no hit,Huh7
Spa,ADSS,-0.556807563,0.041023314,no hit,Huh7
Spa,MAP2K2,-0.580362364,0.041363367,no hit,Huh7
Spa,SQSTM1,0.25263398,0.041594159,no hit,Huh7
Spa,COPA,-0.237133541,0.041642068,no hit,Huh7
Spa,MTPN,-0.598847401,0.042333227,no hit,Huh7
Spa,COQ9,0.26105032,0.042491136,no hit,Huh7
Spa,WDR75,0.510631931,0.042568856,no hit,Huh7
Spa,AARS,-0.827242966,0.042936082,no hit,Huh7
Spa,ERO1A,0.320552628,0.042959623,no hit,Huh7
Spa,SF3B3,0.433607821,0.043051668,no hit,Huh7
Spa,PHLDB2,0.402571251,0.043232837,no hit,Huh7
Spa,ACOX1,0.42643062,0.043547982,no hit,Huh7
Spa,PSMB7,-0.47421291,0.043732574,no hit,Huh7
Spa,HMGCL,0.32828329,0.044430376,no hit,Huh7
Spa,BLVRA,-0.531033796,0.044582115,no hit,Huh7
Spa,SYNE1,0.251319654,0.044769506,no hit,Huh7
Spa,MYLK,0.275395112,0.045574384,no hit,Huh7
Spa,HNRNPH1,0.306858911,0.045841339,no hit,Huh7
Spa,RPA1,-0.341515693,0.046200141,no hit,Huh7
Spa,PSMC2,-0.245884794,0.046375431,no hit,Huh7
Spa,MGEA5,-0.376710972,0.046719436,no hit,Huh7
Spa,PGM2,-0.504718613,0.04687959,no hit,Huh7
Spa,AP2M1,0.339287587,0.047048002,no hit,Huh7
Spa,AK2,0.306302988,0.047382362,no hit,Huh7
Spa,DDX17,0.211153248,0.047467664,no hit,Huh7
Spa,WDR43,0.42660277,0.048784663,no hit,Huh7
Spa,TST,0.205010799,0.049664939,no hit,Huh7
Spa,SERBP1,-0.26627117,0.050071419,no hit,Huh7
Spa,CALR,0.628764179,0.050368025,enriched candidate,Huh7
Spa,GNS,-0.257384497,0.050742229,no hit,Huh7
Spa,ANP32B,-0.48102592,0.051773716,no hit,Huh7
Spa,SSB,-0.497588073,0.052173058,no hit,Huh7
Spa,CALU,0.588321959,0.052893823,enriched candidate,Huh7
Spa,PEBP1,-0.620391149,0.053044548,no hit,Huh7
Spa,TTLL12,-0.386170571,0.053165162,no hit,Huh7
Spa,F8W031,0.435535299,0.054197774,no hit,Huh7
Spa,NT5C2,-0.560647168,0.054263198,no hit,Huh7
Spa,RPLP0,-0.215517454,0.055314197,no hit,Huh7
Spa,NOP56,0.410842194,0.055392379,no hit,Huh7
Spa,CKAP4,0.303812906,0.056760017,no hit,Huh7
Spa,DSTN,-0.355997893,0.057001798,no hit,Huh7
Spa,CBR1,-0.618540155,0.057255114,no hit,Huh7
Spa,PPL,0.325927841,0.057396241,no hit,Huh7
Spa,VPS29,-0.218061066,0.057401528,no hit,Huh7
Spa,USP5,-0.428688148,0.057838451,no hit,Huh7
Spa,GSTP1,-0.669882207,0.057971902,no hit,Huh7
Spa,FUCA1,0.301124397,0.058252238,no hit,Huh7
Spa,ASNS,-0.547916465,0.058492396,no hit,Huh7
Spa,CBX3,0.681187139,0.05863285,enriched candidate,Huh7
Spa,PSPC1,0.2033167,0.058635404,no hit,Huh7
Spa,ANP32A,-0.481034135,0.058667775,no hit,Huh7
Spa,LRP1,0.344639169,0.060107589,no hit,Huh7
Spa,ETFB,0.198193571,0.060530819,no hit,Huh7
Spa,APEH,-0.669493902,0.060887113,no hit,Huh7
Spa,UQCRC2,0.319434366,0.06182816,no hit,Huh7
Spa,FUS,0.33975524,0.062192487,no hit,Huh7
Spa,SGTA,-0.442128793,0.062287288,no hit,Huh7
Spa,RAB5C,0.25093137,0.062569821,no hit,Huh7
Spa,PGM1,-0.296609225,0.062634883,no hit,Huh7
Spa,CTPS1,-0.461339569,0.062718253,no hit,Huh7
Spa,NOL11,0.258445205,0.062964724,no hit,Huh7
Spa,WDR3,0.331280767,0.062965475,no hit,Huh7
Spa,GNL2,0.353328436,0.063655923,no hit,Huh7
Spa,FKBP10,0.236438224,0.063725146,no hit,Huh7
Spa,TIAL1,0.272367162,0.063914987,no hit,Huh7
Spa,PA2G4,-0.234913507,0.064282118,no hit,Huh7
Spa,YWHAQ,-0.419926541,0.06521234,no hit,Huh7
Spa,PARVA,-0.253804102,0.065455019,no hit,Huh7
Spa,IDH2,0.29564023,0.065841792,no hit,Huh7
Spa,UAP1,-0.532735647,0.066855347,no hit,Huh7
Spa,ATP6V1H,0.240560466,0.067346205,no hit,Huh7
Spa,SSRP1,-0.27883668,0.068225993,no hit,Huh7
Spa,PCNA,-0.27504511,0.068333074,no hit,Huh7
Spa,IDH1,-0.562173632,0.068512335,no hit,Huh7
Spa,SRSF7,0.26023177,0.068527592,no hit,Huh7
Spa,CTSA,0.255563831,0.06872706,no hit,Huh7
Spa,ITGB1,0.366176986,0.068848331,no hit,Huh7
Spa,HNRNPA2B1,0.321793567,0.069205749,no hit,Huh7
Spa,BCAT1,-0.710162777,0.069728134,no hit,Huh7
Spa,NAT10,0.315401116,0.070273152,no hit,Huh7
Spa,PPID,-0.437402508,0.070532695,no hit,Huh7
Spa,DPYSL2,-0.406096761,0.070621604,no hit,Huh7
Spa,ENO1,-0.406275349,0.070809233,no hit,Huh7
Spa,LGMN,0.270016389,0.071147143,no hit,Huh7
Spa,KHDRBS1,0.456590211,0.071203347,no hit,Huh7
Spa,ALDH1B1,0.324450725,0.071606267,no hit,Huh7
