gene_name,protein_id,Protein.Description,LipidProbe,sample,logFC,AveExpr,pvalue,hit_annotation
TUBB6,Q9BUF5,Tubulin beta-6 chain,PA,cytosol,-1.698966457,22.1902362,1.09e-13,no hit
USP14,P54578,Ubiquitin carboxyl-terminal hydrolase 14,PA,cytosol,-1.810316891,22.42992802,1.14e-13,no hit
TXNL1,O43396,Thioredoxin-like protein 1,PA,cytosol,-1.455257731,20.41498567,1.25e-13,no hit
DIAPH1,O60610,Protein diaphanous homolog 1,PA,cytosol,-1.963719025,22.62618034,1.26e-13,no hit
ELP2,Q6IA86,Elongator complex protein 2,PA,cytosol,-1.825672102,20.1190867,1.36e-13,no hit
TTLL12,Q14166,Tubulin--tyrosine ligase-like protein 12,PA,cytosol,-1.5229569,22.12019549,1.44e-13,no hit
EIF2B1,Q14232,Translation initiation factor eIF-2B subunit alpha,PA,cytosol,-1.794441613,22.22674328,1.48e-13,no hit
STAT1,P42224,Signal transducer and activator of transcription 1-alpha/beta,PA,cytosol,-1.613929752,21.54372214,1.52e-13,no hit
PAPSS2,O95340,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2,PA,cytosol,-1.665074974,22.19746498,1.53e-13,no hit
AP2B1,P63010,AP-2 complex subunit beta,PA,cytosol,-1.690500506,22.33874336,1.56e-13,no hit
ABCF3,Q9NUQ8,ATP-binding cassette sub-family F member 3,PA,cytosol,-1.868072531,18.8150169,1.58e-13,no hit
PRKAG1,P54619,5'-AMP-activated protein kinase subunit gamma-1,PA,cytosol,-1.760021374,18.96337706,1.6e-13,no hit
CPNE1,Q99829,Copine-1,PA,cytosol,-1.714599434,20.27287927,1.76e-13,no hit
CAP1,Q01518,Adenylyl cyclase-associated protein 1,PA,cytosol,-2.109223229,22.94355064,1.76e-13,no hit
MYO1E,Q12965,Unconventional myosin-Ie,PA,cytosol,-1.86694931,22.10279829,1.81e-13,no hit
ACOT7,O00154,Cytosolic acyl coenzyme A thioester hydrolase,PA,cytosol,-1.569913362,22.0972853,1.82e-13,no hit
SRM,P19623,Spermidine synthase,PA,cytosol,-1.952965769,22.70141198,1.9e-13,no hit
CDK5,Q00535,Cyclin-dependent kinase 5,PA,cytosol,-1.538128262,19.65138092,1.95e-13,no hit
HARS1,P12081,"Histidine--tRNA ligase, cytoplasmic",PA,cytosol,-1.924460123,22.1660726,2.1e-13,no hit
NMT1,P30419,Glycylpeptide N-tetradecanoyltransferase 1,PA,cytosol,-1.788473272,19.52606123,2.15e-13,no hit
AIMP1,Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,PA,cytosol,-1.684809545,21.75808807,2.15e-13,no hit
MAP2K2,P36507,Dual specificity mitogen-activated protein kinase kinase 2,PA,cytosol,-1.985110256,21.81170782,2.3e-13,no hit
CASP7,P55210,Caspase-7,PA,cytosol,-1.908623151,19.44816677,2.44e-13,no hit
NIBAN2,Q96TA1,Protein Niban 2,PA,cytosol,-1.739438075,20.10018902,2.52e-13,no hit
LARP1,Q6PKG0,La-related protein 1,PA,cytosol,-1.540090402,22.24528461,2.56e-13,no hit
GNPDA1,P46926,Glucosamine-6-phosphate isomerase 1,PA,cytosol,-1.658103894,21.03851001,2.6e-13,no hit
SURF2,Q15527,Surfeit locus protein 2,PA,cytosol,-1.725091306,17.99334973,2.9e-13,no hit
AHCY,P23526,Adenosylhomocysteinase,PA,cytosol,-1.772300052,24.36442641,2.92e-13,no hit
SNX6,Q9UNH7,Sorting nexin-6,PA,cytosol,-1.750204562,21.3448124,3.18e-13,no hit
GMPPB,Q9Y5P6,Mannose-1-phosphate guanyltransferase beta,PA,cytosol,-1.499543107,19.69500218,3.26e-13,no hit
GDI2,P50395,Rab GDP dissociation inhibitor beta,PA,cytosol,-2.092459577,24.95987343,3.44e-13,no hit
RPS27A,P62979,Ubiquitin-40S ribosomal protein S27a,PA,cytosol,-1.492077586,23.34715967,3.51e-13,no hit
DPYSL2,Q16555,Dihydropyrimidinase-related protein 2,PA,cytosol,-1.767395078,21.35658565,3.61e-13,no hit
TUBB,P07437,Tubulin beta chain,PA,cytosol,-1.868310016,25.95472931,3.64e-13,no hit
PCBP1,Q15365,Poly(rC)-binding protein 1,PA,cytosol,-1.695450734,23.06169458,3.66e-13,no hit
STUB1,Q9UNE7,E3 ubiquitin-protein ligase CHIP,PA,cytosol,-1.477457463,21.25562934,3.75e-13,no hit
UBA5,Q9GZZ9,Ubiquitin-like modifier-activating enzyme 5,PA,cytosol,-1.743152235,19.34126182,3.86e-13,no hit
CKAP5,Q14008,Cytoskeleton-associated protein 5,PA,cytosol,-1.411863844,21.50759625,3.9e-13,no hit
GAPVD1,Q14C86,GTPase-activating protein and VPS9 domain-containing protein 1,PA,cytosol,-1.897614217,21.83981913,3.99e-13,no hit
ATIC,P31939,Bifunctional purine biosynthesis protein ATIC,PA,cytosol,-1.633267038,23.54458173,4.14e-13,no hit
TBCD,Q9BTW9,Tubulin-specific chaperone D,PA,cytosol,-1.499298845,20.74814713,4.17e-13,no hit
CCT8,P50990,T-complex protein 1 subunit theta,PA,cytosol,-1.856453448,24.15415271,4.33e-13,no hit
PNO1,Q9NRX1,RNA-binding protein PNO1,PA,cytosol,-1.509945879,20.04332189,4.52e-13,no hit
ZC3HAV1,Q7Z2W4,Zinc finger CCCH-type antiviral protein 1,PA,cytosol,-1.60983711,21.71960167,4.52e-13,no hit
PRMT3,O60678,Protein arginine N-methyltransferase 3,PA,cytosol,-1.396271148,20.1121031,4.82e-13,no hit
ACACA,Q13085,Acetyl-CoA carboxylase 1,PA,cytosol,-1.68492092,21.84375859,4.9e-13,no hit
TWF1,Q12792,Twinfilin-1,PA,cytosol,-1.732730564,21.89795711,4.9e-13,no hit
DRG2,P55039,Developmentally-regulated GTP-binding protein 2,PA,cytosol,-1.791873722,20.6238396,5.9e-13,no hit
SERPINB6,P35237,Serpin B6,PA,cytosol,-1.774860454,24.46685959,5.9e-13,no hit
FASN,P49327,Fatty acid synthase,PA,cytosol,-1.964555989,26.54324183,5.95e-13,no hit
COTL1,Q14019,Coactosin-like protein,PA,cytosol,-1.990468197,23.00477705,6.24e-13,no hit
FH,P07954,"Fumarate hydratase, mitochondrial",PA,cytosol,-1.814866401,22.50965073,6.27e-13,no hit
RRM1,P23921,Ribonucleoside-diphosphate reductase large subunit,PA,cytosol,-1.810280019,23.61452531,6.47e-13,no hit
ABCE1,P61221,ATP-binding cassette sub-family E member 1,PA,cytosol,-1.750432279,22.0937249,6.48e-13,no hit
GSTO1,P78417,Glutathione S-transferase omega-1,PA,cytosol,-1.657344981,23.13540142,6.56e-13,no hit
GFUS,Q13630,GDP-L-fucose synthase,PA,cytosol,-1.706325257,21.40716796,6.65e-13,no hit
GET3,O43681,ATPase GET3,PA,cytosol,-1.465597669,22.1544968,7.17e-13,no hit
GCN1,Q92616,eIF-2-alpha kinase activator GCN1,PA,cytosol,-1.639252246,23.36912117,7.5e-13,no hit
HBS1L,Q9Y450,HBS1-like protein,PA,cytosol,-1.726128259,18.67602457,7.98e-13,no hit
TARS1,P26639,"Threonine--tRNA ligase 1, cytoplasmic",PA,cytosol,-2.129897969,25.47058352,8.04e-13,no hit
SULT1A3,P0DMM9,Sulfotransferase 1A3,PA,cytosol,-1.772855792,21.20485555,8.06e-13,no hit
SNX5,Q9Y5X3,Sorting nexin-5,PA,cytosol,-2.430449066,17.58405086,8.1e-13,no hit
ATG7,O95352,Ubiquitin-like modifier-activating enzyme ATG7,PA,cytosol,-1.527069474,19.86521981,8.19e-13,no hit
GTF2B,Q00403,Transcription initiation factor IIB,PA,cytosol,-1.948957385,18.09569419,8.29e-13,no hit
PGP,A6NDG6,Glycerol-3-phosphate phosphatase,PA,cytosol,-1.537928088,22.54889078,8.29e-13,no hit
PSAT1,Q9Y617,Phosphoserine aminotransferase,PA,cytosol,-1.971961749,23.00814827,8.82e-13,no hit
SMNDC1,O75940,Survival of motor neuron-related-splicing factor 30,PA,cytosol,-2.718873389,18.22933845,8.88e-13,no hit
ATXN10,Q9UBB4,Ataxin-10,PA,cytosol,-1.628264318,23.12001485,8.88e-13,no hit
STAT3,P40763,Signal transducer and activator of transcription 3,PA,cytosol,-1.628059051,22.83083064,9.08e-13,no hit
NEK7,Q8TDX7,Serine/threonine-protein kinase Nek7,PA,cytosol,-1.904735843,19.68898891,9.3e-13,no hit
PAICS,P22234,Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase,PA,cytosol,-2.02583944,23.56734586,9.46e-13,no hit
POLD3,Q15054,DNA polymerase delta subunit 3,PA,cytosol,-1.582847942,19.74589891,9.51e-13,no hit
RABGGTA,Q92696,Geranylgeranyl transferase type-2 subunit alpha,PA,cytosol,-1.445618241,19.83526913,9.52e-13,no hit
ETF1,P62495,Eukaryotic peptide chain release factor subunit 1,PA,cytosol,-2.312594945,21.84732911,1.02e-12,no hit
CARS1,P49589,"Cysteine--tRNA ligase, cytoplasmic",PA,cytosol,-1.562079925,21.14475646,1.14e-12,no hit
HSPA1A,P0DMV8,Heat shock 70 kDa protein 1A,PA,cytosol,-1.502740385,26.16492285,1.15e-12,no hit
ANXA1,P04083,Annexin A1,PA,cytosol,-2.18418808,24.10930676,1.17e-12,no hit
CHORDC1,Q9UHD1,Cysteine and histidine-rich domain-containing protein 1,PA,cytosol,-2.252753985,22.9375413,1.18e-12,no hit
SEC24A,O95486,Protein transport protein Sec24A,PA,cytosol,-1.582776368,18.57255808,1.21e-12,no hit
ELP1,O95163,Elongator complex protein 1,PA,cytosol,-1.824544796,21.26685547,1.23e-12,no hit
YARS1,P54577,"Tyrosine--tRNA ligase, cytoplasmic",PA,cytosol,-1.997468459,23.29377544,1.25e-12,no hit
TTC4,O95801,Tetratricopeptide repeat protein 4,PA,cytosol,-1.922561876,20.45332017,1.26e-12,no hit
CLUH,O75153,Clustered mitochondria protein homolog,PA,cytosol,-1.364364406,22.34760601,1.28e-12,no hit
GFPT1,Q06210,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,PA,cytosol,-1.877280934,22.8779981,1.31e-12,no hit
RAB3GAP2,Q9H2M9,Rab3 GTPase-activating protein non-catalytic subunit,PA,cytosol,-1.475698023,18.53742277,1.35e-12,no hit
RNPEP,Q9H4A4,Aminopeptidase B,PA,cytosol,-1.706721181,24.17589488,1.43e-12,no hit
PGM3,O95394,Phosphoacetylglucosamine mutase,PA,cytosol,-1.545601673,21.86047239,1.46e-12,no hit
FBXO22,Q8NEZ5,F-box only protein 22,PA,cytosol,-1.439989583,20.81796968,1.52e-12,no hit
PFKP,Q01813,"ATP-dependent 6-phosphofructokinase, platelet type",PA,cytosol,-1.900022579,23.5591846,1.55e-12,no hit
DNAJB4,Q9UDY4,DnaJ homolog subfamily B member 4,PA,cytosol,-1.775233861,21.4009989,1.61e-12,no hit
PDCD4,Q53EL6,Programmed cell death protein 4,PA,cytosol,-1.49415193,21.91427356,1.64e-12,no hit
RAC1,P63000,Ras-related C3 botulinum toxin substrate 1,PA,cytosol,-1.399061614,21.842239,1.67e-12,no hit
EIF3F,O00303,Eukaryotic translation initiation factor 3 subunit F,PA,cytosol,-1.468801628,21.96263256,1.67e-12,no hit
TYMP,P19971,Thymidine phosphorylase,PA,cytosol,-1.448768359,21.68549608,1.68e-12,no hit
RPL23,P62829,60S ribosomal protein L23,PA,cytosol,-1.958723269,23.38403777,1.68e-12,no hit
GSPT1,P15170,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,PA,cytosol,-2.051372007,24.23551964,1.7e-12,no hit
EIF3J,O75822,Eukaryotic translation initiation factor 3 subunit J,PA,cytosol,-1.641811768,21.9145319,1.7e-12,no hit
PPP2R5D,Q14738,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform,PA,cytosol,-1.859269777,21.6773638,1.72e-12,no hit
FARSB,Q9NSD9,Phenylalanine--tRNA ligase beta subunit,PA,cytosol,-1.55359174,22.63448408,1.73e-12,no hit
TSG101,Q99816,Tumor susceptibility gene 101 protein,PA,cytosol,-1.312795511,19.34948397,1.73e-12,no hit
PRPSAP1,Q14558,Phosphoribosyl pyrophosphate synthase-associated protein 1,PA,cytosol,-1.996324792,21.17174202,1.76e-12,no hit
ACTR1A,P61163,Alpha-centractin,PA,cytosol,-1.696851123,20.22264111,1.79e-12,no hit
MAPK3,P27361,Mitogen-activated protein kinase 3,PA,cytosol,-1.412365399,20.37251439,1.8e-12,no hit
VCL,P18206,Vinculin,PA,cytosol,-1.936853319,24.97216725,1.83e-12,no hit
OTUB1,Q96FW1,Ubiquitin thioesterase OTUB1,PA,cytosol,-1.554232836,21.50448724,1.87e-12,no hit
PPP5C,P53041,Serine/threonine-protein phosphatase 5,PA,cytosol,-1.842079534,22.98068266,2.05e-12,no hit
AARSD1,Q9BTE6,Alanyl-tRNA editing protein Aarsd1,PA,cytosol,-1.719648614,19.27822015,2.17e-12,no hit
SRPK1,Q96SB4,SRSF protein kinase 1,PA,cytosol,-1.58017293,20.47728971,2.22e-12,no hit
PRPS1,P60891,Ribose-phosphate pyrophosphokinase 1,PA,cytosol,-1.816643794,21.86024521,2.22e-12,no hit
DPH5,Q9H2P9,Diphthine methyl ester synthase,PA,cytosol,-1.648633133,20.7361075,2.29e-12,no hit
UNC45A,Q9H3U1,Protein unc-45 homolog A,PA,cytosol,-1.678817832,21.82059739,2.37e-12,no hit
IPO9,Q96P70,Importin-9,PA,cytosol,-1.588917453,23.05752771,2.43e-12,no hit
PREPL,Q4J6C6,Prolyl endopeptidase-like,PA,cytosol,-1.975616885,19.63839232,2.44e-12,no hit
UGP2,Q16851,UTP--glucose-1-phosphate uridylyltransferase,PA,cytosol,-1.705413805,23.40296938,2.44e-12,no hit
ANXA7,P20073,Annexin A7,PA,cytosol,-1.861793163,23.66936392,2.45e-12,no hit
USP9X,Q93008,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,PA,cytosol,-1.485771071,21.61976787,2.57e-12,no hit
ARHGDIA,P52565,Rho GDP-dissociation inhibitor 1,PA,cytosol,-1.89213673,23.13892766,2.59e-12,no hit
ATP6V1C1,P21283,V-type proton ATPase subunit C 1,PA,cytosol,-1.905084095,21.09374485,2.61e-12,no hit
THOP1,P52888,Thimet oligopeptidase,PA,cytosol,-1.6858537199999999,23.63021512,2.72e-12,no hit
FKBP4,Q02790,Peptidyl-prolyl cis-trans isomerase FKBP4,PA,cytosol,-2.100269402,25.01728931,2.84e-12,no hit
MAP4,P27816,Microtubule-associated protein 4,PA,cytosol,-2.475921654,23.73924427,2.93e-12,no hit
MTRR,Q9UBK8,Methionine synthase reductase,PA,cytosol,-1.859893488,20.33059677,3.08e-12,no hit
KIF5B,P33176,Kinesin-1 heavy chain,PA,cytosol,-1.83954247,23.28215941,3.23e-12,no hit
EIF2A,Q9BY44,Eukaryotic translation initiation factor 2A,PA,cytosol,-1.689248112,22.75647199,3.31e-12,no hit
ACTR3,P61158,Actin-related protein 3,PA,cytosol,-1.52941964,21.54835469,3.34e-12,no hit
SBDS,Q9Y3A5,Ribosome maturation protein SBDS,PA,cytosol,-2.033975679,21.90003085,3.44e-12,no hit
CCT6A,P40227,T-complex protein 1 subunit zeta,PA,cytosol,-1.842109243,23.53066537,3.47e-12,no hit
NMD3,Q96D46,60S ribosomal export protein NMD3,PA,cytosol,-1.892153712,20.06952081,3.5e-12,no hit
PSMD8,P48556,26S proteasome non-ATPase regulatory subunit 8,PA,cytosol,-1.310674677,23.10939838,3.5e-12,no hit
MYPN,Q86TC9,Myopalladin,PA,cytosol,-1.414370967,19.30021506,3.52e-12,no hit
MARS1,P56192,"Methionine--tRNA ligase, cytoplasmic",PA,cytosol,-1.448897305,23.45225798,3.55e-12,no hit
C9orf64,Q5T6V5,Queuosine salvage protein,PA,cytosol,-1.739573816,20.16439706,3.82e-12,no hit
PGK1,P00558,Phosphoglycerate kinase 1,PA,cytosol,-2.249845554,25.54977991,3.87e-12,no hit
ABHD14B,Q96IU4,Putative protein-lysine deacylase ABHD14B,PA,cytosol,-1.46476263,19.80790417,4.06e-12,no hit
TRIM16,O95361,Tripartite motif-containing protein 16,PA,cytosol,-1.670678833,19.52895213,4.29e-12,no hit
TTC38,Q5R3I4,Tetratricopeptide repeat protein 38,PA,cytosol,-1.462224404,20.56978239,4.39e-12,no hit
RIC8A,Q9NPQ8,Synembryn-A,PA,cytosol,-1.722866532,19.10957939,4.42e-12,no hit
GNE,Q9Y223,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase,PA,cytosol,-1.385939731,20.12632008,4.49e-12,no hit
ATP6V1A,P38606,V-type proton ATPase catalytic subunit A,PA,cytosol,-1.955540146,22.94244814,4.52e-12,no hit
EIF2S2,P20042,Eukaryotic translation initiation factor 2 subunit 2,PA,cytosol,-1.774716181,22.45915313,4.56e-12,no hit
TUBB4B,P68371,Tubulin beta-4B chain,PA,cytosol,-1.814020069,22.55968857,4.9e-12,no hit
RHOA,P61586,Transforming protein RhoA,PA,cytosol,-1.943367661,21.70269978,4.9e-12,no hit
TUBA1C,Q9BQE3,Tubulin alpha-1C chain,PA,cytosol,-1.930331136,25.39429794,4.94e-12,no hit
ABCF1,Q8NE71,ATP-binding cassette sub-family F member 1,PA,cytosol,-1.777709707,22.02420878,5.18e-12,no hit
RAB3GAP1,Q15042,Rab3 GTPase-activating protein catalytic subunit,PA,cytosol,-1.663172401,18.50324946,5.22e-12,no hit
UROD,P06132,Uroporphyrinogen decarboxylase,PA,cytosol,-1.501396584,20.98028725,5.34e-12,no hit
CDK1,P06493,Cyclin-dependent kinase 1,PA,cytosol,-1.465678099,22.31394392,5.48e-12,no hit
GPD1L,Q8N335,Glycerol-3-phosphate dehydrogenase 1-like protein,PA,cytosol,-1.531117432,21.29644026,5.55e-12,no hit
ACTR2,P61160,Actin-related protein 2,PA,cytosol,-1.687491192,20.59879864,5.61e-12,no hit
SEC23IP,Q9Y6Y8,SEC23-interacting protein,PA,cytosol,-1.257228037,19.76204987,5.63e-12,no hit
MPST,P25325,3-mercaptopyruvate sulfurtransferase,PA,cytosol,-1.427071709,21.39368557,5.8e-12,no hit
VPS26A,O75436,Vacuolar protein sorting-associated protein 26A,PA,cytosol,-1.503269712,20.96357355,5.91e-12,no hit
RNH1,P13489,Ribonuclease inhibitor,PA,cytosol,-1.755473007,23.01134017,5.92e-12,no hit
QDPR,P09417,Dihydropteridine reductase,PA,cytosol,-1.562319019,19.55092915,6.09e-12,no hit
ELAC2,Q9BQ52,Zinc phosphodiesterase ELAC protein 2,PA,cytosol,-1.720435544,21.62361275,6.13e-12,no hit
GCLM,P48507,Glutamate--cysteine ligase regulatory subunit,PA,cytosol,-1.527952931,20.62750187,6.16e-12,no hit
APEX1,P27695,DNA-(apurinic or apyrimidinic site) endonuclease,PA,cytosol,-1.914477375,22.26989468,6.36e-12,no hit
MRI1,Q9BV20,Methylthioribose-1-phosphate isomerase,PA,cytosol,-1.663257162,21.46131462,6.42e-12,no hit
NAA15,Q9BXJ9,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",PA,cytosol,-1.622501935,22.14091007,6.46e-12,no hit
PHAX,Q9H814,Phosphorylated adapter RNA export protein,PA,cytosol,-2.403926496,18.89247354,6.48e-12,no hit
PTPN11,Q06124,Tyrosine-protein phosphatase non-receptor type 11,PA,cytosol,-1.512011634,19.48965885,6.52e-12,no hit
VPS4B,O75351,Vacuolar protein sorting-associated protein 4B,PA,cytosol,-1.651404868,20.07173613,6.57e-12,no hit
ADSS2,P30520,Adenylosuccinate synthetase isozyme 2,PA,cytosol,-1.540123603,23.24281781,6.63e-12,no hit
BPNT1,O95861,"3'(2'),5'-bisphosphate nucleotidase 1",PA,cytosol,-1.680504318,21.62776971,6.66e-12,no hit
EGLN1,Q9GZT9,Egl nine homolog 1,PA,cytosol,-1.269993331,18.35991105,6.66e-12,no hit
ARCN1,P48444,Coatomer subunit delta,PA,cytosol,-1.525331225,21.70295019,6.67e-12,no hit
G6PD,P11413,Glucose-6-phosphate 1-dehydrogenase,PA,cytosol,-1.81082514,23.81982612,6.84e-12,no hit
IMPA2,O14732,Inositol monophosphatase 2,PA,cytosol,-1.49029327,19.78171006,6.97e-12,no hit
EIF4A3,P38919,Eukaryotic initiation factor 4A-III,PA,cytosol,-1.767641208,22.98522546,7.22e-12,no hit
PPME1,Q9Y570,Protein phosphatase methylesterase 1,PA,cytosol,-1.713338413,21.20680959,7.23e-12,no hit
CPNE3,O75131,Copine-3,PA,cytosol,-1.787708558,22.60171948,7.34e-12,no hit
PSMD5,Q16401,26S proteasome non-ATPase regulatory subunit 5,PA,cytosol,-1.58442991,21.97691093,7.37e-12,no hit
OSBPL9,Q96SU4,Oxysterol-binding protein-related protein 9,PA,cytosol,-1.384895249,20.78247607,7.52e-12,no hit
NAA25,Q14CX7,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",PA,cytosol,-1.506080111,17.66925135,7.59e-12,no hit
CTPS1,P17812,CTP synthase 1,PA,cytosol,-1.682490992,23.4809027,7.62e-12,no hit
EML2,O95834,Echinoderm microtubule-associated protein-like 2,PA,cytosol,-1.638976569,19.93022133,7.76e-12,no hit
NQO1,P15559,NAD(P)H dehydrogenase [quinone] 1,PA,cytosol,-1.971556911,22.53089081,7.8e-12,no hit
DYNC1H1,Q14204,Cytoplasmic dynein 1 heavy chain 1,PA,cytosol,-1.539902952,24.21876841,7.87e-12,no hit
PANK4,Q9NVE7,4'-phosphopantetheine phosphatase,PA,cytosol,-1.49390192,18.58410199,7.94e-12,no hit
KIFBP,Q96EK5,KIF-binding protein,PA,cytosol,-1.43452629,22.09263003,8.05e-12,no hit
KIF11,P52732,Kinesin-like protein KIF11,PA,cytosol,-1.358295873,19.35601665,8.16e-12,no hit
PDXK,O00764,Pyridoxal kinase,PA,cytosol,-1.590417629,22.45640652,8.23e-12,no hit
PGD,P52209,"6-phosphogluconate dehydrogenase, decarboxylating",PA,cytosol,-1.742883307,23.34433685,8.32e-12,no hit
SNX2,O60749,Sorting nexin-2,PA,cytosol,-1.940642702,18.83604905,8.39e-12,no hit
ARPC1B,O15143,Actin-related protein 2/3 complex subunit 1B,PA,cytosol,-1.940899622,21.15693587,8.49e-12,no hit
SBNO1,A3KN83,Protein strawberry notch homolog 1,PA,cytosol,-1.680350152,18.05698026,8.68e-12,no hit
MTHFD1,P11586,"C-1-tetrahydrofolate synthase, cytoplasmic",PA,cytosol,-1.840076863,23.54606863,8.89e-12,no hit
NUDC,Q9Y266,Nuclear migration protein nudC,PA,cytosol,-1.772987843,21.18306864,8.89e-12,no hit
SARS1,P49591,"Serine--tRNA ligase, cytoplasmic",PA,cytosol,-1.850241007,22.80279125,8.94e-12,no hit
GNAS,Q5JWF2,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,PA,cytosol,-1.357155278,19.80651029,9.08e-12,no hit
WDR44,Q5JSH3,WD repeat-containing protein 44,PA,cytosol,-1.874733075,21.55914206,9.09e-12,no hit
LTA4H,P09960,Leukotriene A-4 hydrolase,PA,cytosol,-1.534605896,23.72215909,9.14e-12,no hit
RPS3A,P61247,40S ribosomal protein S3a,PA,cytosol,-1.630373267,25.05704123,9.16e-12,no hit
GBF1,Q92538,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1,PA,cytosol,-1.429841392,20.33582433,9.56e-12,no hit
OGFR,Q9NZT2,Opioid growth factor receptor,PA,cytosol,-1.643245247,20.85171814,9.77e-12,no hit
PPP2R1B,P30154,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,PA,cytosol,-1.435017746,19.42439724,9.88e-12,no hit
DNAJC7,Q99615,DnaJ homolog subfamily C member 7,PA,cytosol,-1.827961866,22.79439186,1e-11,no hit
KLC1,Q07866,Kinesin light chain 1,PA,cytosol,-1.942956161,20.12186115,1.02e-11,no hit
API5,Q9BZZ5,Apoptosis inhibitor 5,PA,cytosol,-1.390373167,20.55938222,1.08e-11,no hit
KIF1C,O43896,Kinesin-like protein KIF1C,PA,cytosol,-1.241294468,19.56242975,1.08e-11,no hit
AHCYL1,O43865,S-adenosylhomocysteine hydrolase-like protein 1,PA,cytosol,-1.658198883,22.38370736,1.1e-11,no hit
RRM2,P31350,Ribonucleoside-diphosphate reductase subunit M2,PA,cytosol,-1.811217257,21.78965436,1.11e-11,no hit
ARPC2,O15144,Actin-related protein 2/3 complex subunit 2,PA,cytosol,-1.588060589,20.95227807,1.12e-11,no hit
PHGDH,O43175,D-3-phosphoglycerate dehydrogenase,PA,cytosol,-1.905293978,24.51947531,1.15e-11,no hit
TBC1D4,O60343,TBC1 domain family member 4,PA,cytosol,-2.026078764,17.95073942,1.16e-11,no hit
