gene_name,protein_id,LipidProbe,hit_annotation,logFC,pvalue,AveExpr,fdr
FN1,P02751|P02751-10|P02751-11|P02751-12|P02751-13|P02751-14|P02751-15|P02751-17|P02751-3|P02751-4|P02751-5|P02751-6|P02751-7|P02751-8|P02751-9,1-10 FA,no hit,0.281903717,0.367392066,26.13159376,0.463966043
AP2B1,P63010|P63010-2|P63010-3,1-10 FA,no hit,0.132997051,0.36843101,25.44975295,0.464758224
FKBP8,Q14318|Q14318-2|U3KQ64,1-10 FA,no hit,0.133862534,0.372387558,23.1772544,0.469224947
LEO1,Q8WVC0|Q8WVC0-2,1-10 FA,no hit,0.114411021,0.374133202,23.33692406,0.47089898
SF3B2,A0A087WZZ5|E9PPJ0|Q13435,1-10 FA,no hit,0.163627875,0.376132782,24.87207869,0.472888543
LAS1L,Q9Y4W2|Q9Y4W2-2|Q9Y4W2-4,1-10 FA,no hit,0.175739808,0.37688852900000003,21.6679797,0.473311623
CYP3A5,P20815,1-10 FA,no hit,0.166670637,0.380966925,22.95876198,0.477136999
OSBPL6,Q9BZF3|Q9BZF3-2|Q9BZF3-3|Q9BZF3-4|Q9BZF3-5,1-10 FA,no hit,-0.1272046,0.381069158,23.84540468,0.477136999
TIMM44,M0QXU7|O43615,1-10 FA,no hit,0.232927615,0.381456777,23.4675435,0.477136999
CHD8|CHD9|CHD7,H0YJG4|Q3L8U1|Q3L8U1-2|Q3L8U1-3|Q9HCK8|Q9HCK8-2|Q9P2D1,1-10 FA,no hit,0.252537949,0.381625075,24.59778035,0.477136999
KHDRBS1,Q07666|Q07666-2,1-10 FA,no hit,0.206776566,0.384088938,24.31318098,0.479686296
EPS15L1,M0R165|M0R2S2|Q9UBC2|Q9UBC2-2|Q9UBC2-3|Q9UBC2-4,1-10 FA,no hit,-0.161331126,0.384933045,22.97969106,0.48020929
ARG1,P05089|P05089-2,1-10 FA,no hit,0.407498845,0.387148822,22.71521958,0.482440419
COL6A1,A0A087X0S5|P12109,1-10 FA,no hit,0.376898277,0.388415503,23.15245858,0.483485229
VBP1,B4DWR3|P61758,1-10 FA,no hit,-0.191866668,0.392034563,23.09899978,0.486920726
TNPO1,Q92973|Q92973-2|Q92973-3,1-10 FA,no hit,-0.127086257,0.392038033,26.01409648,0.486920726
RAB5C,P51148|P51148-2,1-10 FA,no hit,0.105806615,0.399734168,23.63706298,0.495933929
ARPC1B,O15143,1-10 FA,no hit,-0.133500372,0.401878915,23.55852219,0.497950638
CDH6,P55285,1-10 FA,no hit,0.327338895,0.402241791,22.78823737,0.497950638
GSN,A0A0A0MS51|A0A0A0MT01|P06396|P06396-2|P06396-3|P06396-4,1-10 FA,no hit,-0.326574913,0.403047572,25.0600279,0.498401653
IQGAP2,Q13576,1-10 FA,no hit,-0.212987606,0.405103614,25.56852324,0.500396039
C14orf166,Q9Y224,1-10 FA,no hit,0.097321466,0.406033694,23.45212559,0.500996766
NUP160,Q12769,1-10 FA,no hit,0.208888173,0.406967223,24.82281992,0.501600431
LSM8,F2Z2Y6|O95777,1-10 FA,no hit,0.11698068,0.410024477,22.3666213,0.504817486
SMC1A,Q14683,1-10 FA,no hit,0.151124578,0.415384316,23.39170228,0.51085936
FSCN1,Q16658,1-10 FA,no hit,-0.322962369,0.417112141,24.22793136,0.512426123
EWSR1,A0A0D9SFL3|B0QYK0|C9JGE3|H7BY36|Q01844|Q01844-2|Q01844-3|Q01844-5|Q01844-6,1-10 FA,no hit,-0.16314218,0.418134831,24.12741762,0.512600965
NFU1,C9J8Q1|F8W9P7|H7C537|Q9UMS0|Q9UMS0-2|Q9UMS0-3,1-10 FA,no hit,0.119352246,0.418162524,23.31324749,0.512600965
EIF3A,Q14152|Q14152-2,1-10 FA,no hit,-0.152847933,0.423874821,23.11229681,0.519039775
GNPDA1,P46926|P46926-2,1-10 FA,no hit,-0.207216691,0.424578602,23.17070623,0.51933829
FUS,H3BPE7|P35637|P35637-2,1-10 FA,no hit,0.135229531,0.425053049,24.18327692,0.519355945
CNOT1,A5YKK6|A5YKK6-2,1-10 FA,no hit,-0.128884893,0.427681858,23.46980893,0.522003046
HOGA1,Q86XE5,1-10 FA,no hit,0.140379907,0.430249902,22.99081607,0.524570344
NPC2,E7EMS2|G3V2V8|G3V3D1|G3V3E8|J3KMY5|P61916|P61916-2,1-10 FA,no hit,0.196239871,0.432611579,23.3648045,0.526782983
RAB11A|RAB11B,H3BMH2|H3BSC1|P62491|P62491-2|Q15907|Q15907-2,1-10 FA,no hit,0.103177516,0.433336262,22.3327305,0.526782983
DSC1,Q08554|Q08554-2,1-10 FA,no hit,0.49290061,0.433464474,22.49253165,0.526782983
HNRNPH3,P31942|P31942-2|P31942-3|P31942-4,1-10 FA,no hit,0.080347108,0.436500162,23.40927614,0.52990181
TRNT1,Q96Q11|Q96Q11-2,1-10 FA,no hit,0.105194133,0.437255589,22.05371964,0.530248722
G3BP1,Q13283,1-10 FA,no hit,0.092595633,0.438482778,23.425824,0.53116637
7-Sep,E7EPK1|E7ES33|G3V1Q4|Q16181|Q16181-2,1-10 FA,no hit,-0.114506388,0.439305086,23.63973265,0.5313046
MYL12A|MYL12B,J3QRS3|O14950|P19105,1-10 FA,no hit,-0.199635356,0.439556186,24.60065639,0.5313046
DSP,P15924,1-10 FA,no hit,0.432380086,0.440008681,26.98048039,0.5313046
MKI67,A0A087WV66|P46013|P46013-2,1-10 FA,no hit,0.192662635,0.441896858,24.10665777,0.533014479
XRN2,Q9H0D6|Q9H0D6-2,1-10 FA,no hit,0.123059313,0.442729254,26.25703819,0.533448588
CCT2,F5GWF6|F8VQ14|P78371|P78371-2,1-10 FA,no hit,0.143083174,0.444709268,24.53311207,0.535263074
HNRNPUL1,A0A0A0MRA5|B7Z4B8|Q9BUJ2|Q9BUJ2-2|Q9BUJ2-4,1-10 FA,no hit,0.073826721,0.445919682,24.81586648,0.536054293
FAHD1,Q6P587|Q6P587-2|Q6P587-3,1-10 FA,no hit,0.178376539,0.44631624,22.52105942,0.536054293
OAT,P04181,1-10 FA,no hit,-0.172844581,0.447673322,25.05349358,0.537112838
CD2BP2,O95400,1-10 FA,no hit,0.102875217,0.450151817,23.25286164,0.539513165
MCM3,P25205|P25205-2,1-10 FA,no hit,-0.192671755,0.451586984,25.52451036,0.540659285
EIF3D,O15371|O15371-2|O15371-3,1-10 FA,no hit,-0.079733179,0.452584249,24.48037881,0.541279255
PABPC1,A0A087WTT1|E7EQV3|P11940|P11940-2,1-10 FA,no hit,-0.0843843,0.458439704,26.18645296,0.547207691
CTBP1,D6RAX2|E7EPF8|E7ESU7|Q13363|Q13363-2,1-10 FA,no hit,-0.09492531,0.458510608,22.63800101,0.547207691
HDLBP,A0A024R4E5|Q00341,1-10 FA,no hit,-0.085906539,0.460289983,25.29473527,0.548751205
FAHD2A,Q96GK7,1-10 FA,no hit,0.105568619,0.463052558,25.19749784,0.551457187
HEXB,P07686,1-10 FA,no hit,0.164737272,0.463536643,24.00522299,0.551457187
EXOSC7,Q15024,1-10 FA,no hit,0.134601514,0.464549879,22.60471433,0.552080857
ATPAF1,I3L448|Q5TC12|Q5TC12-2|Q5TC12-3,1-10 FA,no hit,0.131040334,0.468146112,22.56464692,0.555769675
EIF3L,B0QY89|B0QY90|Q9Y262|Q9Y262-2,1-10 FA,no hit,-0.118758914,0.468853737,26.21031727,0.556025073
RAB1A,P62820,1-10 FA,no hit,0.089899571,0.470341809,25.11307824,0.557204515
ECI1,P42126|P42126-2,1-10 FA,no hit,0.151213231,0.480011913,23.43337929,0.568064413
CTNNB1,B4DGU4|P35222,1-10 FA,no hit,0.213463532,0.482326097,25.25795245,0.569747851
CSNK2A1,E7EU96|P68400|Q5U5J2,1-10 FA,no hit,-0.118950445,0.482443707,23.5449196,0.569747851
CCT4,P50991,1-10 FA,no hit,-0.09880801,0.490722086,25.92435966,0.578506487
EPB41L2,E9PHY5|O43491|O43491-3|O43491-4|Q6R5J7,1-10 FA,no hit,0.121622386,0.490885044,22.5835918,0.578506487
NUB1,H3BM14|H3BM74|Q9Y5A7|Q9Y5A7-2,1-10 FA,no hit,0.12228983,0.493787839,23.81767312,0.581320615
NUP37,Q8NFH4,1-10 FA,no hit,0.08950513,0.50063161,22.66792629,0.588763633
MYO1E,Q12965,1-10 FA,no hit,-0.121581078,0.503791554,23.3721011,0.591650981
JUP,P14923,1-10 FA,no hit,0.271917876,0.504134849,25.98000368,0.591650981
AP2M1,A0A087WY71|E9PFW3|Q96CW1|Q96CW1-2,1-10 FA,no hit,0.103448417,0.50807074,24.68797181,0.595382131
NUP98,H7C3P6|P52948|P52948-2|P52948-5|P52948-6,1-10 FA,no hit,0.158595976,0.508368799,23.91708327,0.595382131
RAE1,E9PQ57|P78406,1-10 FA,no hit,0.087048873,0.5106898,23.37894814,0.597480605
ACTL6A,O96019|O96019-2,1-10 FA,no hit,0.144613976,0.511682085,22.76081655,0.598021815
INTS3,Q68E01|Q68E01-2,1-10 FA,no hit,0.123370199,0.516006793,22.44500224,0.602452605
ANLN,Q9NQW6|Q9NQW6-2,1-10 FA,no hit,-0.237419145,0.517218694,22.79026498,0.603243703
ANK2,E9PCH6|H0Y931|I6L894|Q01484|Q01484-2|Q01484-5|Q01484-7,1-10 FA,no hit,0.196925212,0.518551203,23.05870272,0.604173692
PSMD8,K7EJC1|K7EJR3|P48556|R4GMR5,1-10 FA,no hit,-0.083732279,0.521446783,22.78571518,0.60692105
PPIL4,Q8WUA2,1-10 FA,no hit,0.098172074,0.52549803,24.02844147,0.611006464
FXR1,P51114|P51114-2,1-10 FA,no hit,-0.070672733,0.526983962,23.98871055,0.612103799
TCP1,P17987,1-10 FA,no hit,-0.078974469,0.527895114,26.21017455,0.612531946
RTCB,Q9Y3I0,1-10 FA,no hit,-0.081205321,0.540692715,23.86785216,0.626737244
RUVBL1,Q9Y265,1-10 FA,no hit,-0.069316119,0.542286477,24.24758919,0.627939931
RPL30,E5RI99|P62888,1-10 FA,no hit,-0.065018312,0.543888412,23.71905338,0.629149608
NXF1,E9PIN3|Q9UBU9,1-10 FA,no hit,-0.175704884,0.546892664,23.77810847,0.631977296
CTSD,P07339,1-10 FA,no hit,0.237304124,0.550853752,24.39192519,0.635903769
GBAS,O75323,1-10 FA,no hit,0.145351277,0.551476605,23.92024696,0.635972509
WDR82,Q6UXN9,1-10 FA,no hit,-0.089076685,0.556925228,23.01238194,0.641484635
EIF3E,P60228,1-10 FA,no hit,-0.112570785,0.557392761,24.33028271,0.641484635
ABR,A0A0G2JQ41|Q12979|Q12979-2|Q12979-4,1-10 FA,no hit,0.075520662,0.560370604,25.3666155,0.644255002
IGF2BP2,F8W930|Q9Y6M1|Q9Y6M1-1,1-10 FA,no hit,0.069849835,0.562768546,23.06883817,0.645850323
GEMIN5,Q8TEQ6,1-10 FA,no hit,0.098235853,0.563300327,23.10240404,0.645850323
FLNB,E7EN95|O75369|O75369-2|O75369-3|O75369-6|O75369-7|O75369-8|O75369-9,1-10 FA,no hit,-0.06418124,0.563474374,27.68722695,0.645850323
THOC3,Q96J01|Q96J01-2,1-10 FA,no hit,0.060658006,0.565263237,24.13058982,0.647243605
ASNA1,A0A087WXS7|O43681,1-10 FA,no hit,-0.05811839,0.566634188,24.56034366,0.648156027
UBE2I,B0QYN7|H3BPC4|H3BQQ9|P63279,1-10 FA,no hit,-0.084614022,0.56907698,22.93541281,0.649717988
C7orf55-LUC7L2|LUC7L2|C7orf55,A0A0A6YYC3|A0A0A6YYJ8|Q96HJ9-2|Q9Y383|Q9Y383-2|Q9Y383-3,1-10 FA,no hit,-0.125031635,0.569150656,23.4499848,0.649717988
NUP88,I3L245|Q99567,1-10 FA,no hit,0.085466751999999993,0.569730344,25.51563733,0.649722786
KPNA2,P52292,1-10 FA,no hit,-0.167810948,0.571510977,26.35418945,0.651095754
RELN,J3KQ66|P78509|P78509-2|P78509-3,1-10 FA,no hit,0.207150402,0.580888456,22.31242134,0.660776582
LIMA1,F8VQE1|F8VS07|Q9UHB6|Q9UHB6-2|Q9UHB6-3|Q9UHB6-4|Q9UHB6-5,1-10 FA,no hit,0.10425974,0.581179049,23.34965592,0.660776582
SNRPB|SNRPN,A8MT02|J3QLE5|P14678|P14678-2|P14678-3|P63162|P63162-2,1-10 FA,no hit,0.159475954,0.586226291,22.96644283,0.66584455
CAPZA2,P47755,1-10 FA,no hit,0.074260779,0.592655187,23.80342891,0.672470057
EDC4,Q6P2E9,1-10 FA,no hit,0.070412407,0.597275937,23.1112793,0.676593143
GPC4,O75487|O75487-2,1-10 FA,no hit,0.414265161,0.597487479,24.01679766,0.676593143
XP32,Q5T750,1-10 FA,no hit,0.317647713,0.598270979,23.51708317,0.676801539
CCT7,Q99832|Q99832-3,1-10 FA,no hit,-0.10174627,0.598908609,25.54938052,0.676844664
DDX42,A0A0A0MSJ0|Q86XP3|Q86XP3-2,1-10 FA,no hit,0.068424884,0.601105873,24.19704617,0.67864853
RBBP4,Q09028|Q09028-3,1-10 FA,no hit,-0.126368949,0.601840827,24.54267178,0.678799494
IARS2,Q9NSE4,1-10 FA,no hit,0.072756767,0.605030661,24.74708756,0.681716184
TPM4,P67936|P67936-2,1-10 FA,no hit,-0.145058706,0.606488152,25.02685319,0.682677093
INTS1,Q8N201,1-10 FA,no hit,0.181532385,0.612346538,21.94200578,0.688584902
CLTB,P09497-2,1-10 FA,no hit,0.105135728,0.618272064,24.32011388,0.694556378
MACF1,H3BPE1|H3BQK9|Q9UPN3,1-10 FA,no hit,0.06252491,0.619447554,27.75179946,0.694715289
RPL18A,M0R0P7|M0R117|M0R1A7|M0R3D6|Q02543,1-10 FA,no hit,-0.084893172,0.619644195,23.35813484,0.694715289
PREPL,Q4J6C6|Q4J6C6-3|Q4J6C6-4,1-10 FA,no hit,-0.103727602,0.625520618,23.88554547,0.700123021
TIAL1,Q01085|Q01085-2,1-10 FA,no hit,0.066148617,0.625707819,22.14812828,0.700123021
SF3B1,O75533,1-10 FA,no hit,-0.087867979,0.627568262,25.96146431,0.701509473
DHX30,H7BXY3|Q7L2E3|Q7L2E3-2|Q7L2E3-3,1-10 FA,no hit,0.059809281,0.634117178,22.30103271,0.707728861
ESF1,A0A087WX71|Q9H501,1-10 FA,no hit,0.069700773,0.634385834,23.23148218,0.707728861
LGALS1,P09382,1-10 FA,no hit,-0.169508921,0.635972239,25.92464134,0.708798281
FNTA,B3KVN2|P49354|P49354-2,1-10 FA,no hit,-0.074768062,0.636935481,22.79467559,0.709171753
HCFC1,A6NEM2|P51610|P51610-2|P51610-4,1-10 FA,no hit,0.074655298,0.639467296,23.97900963,0.711125303
SERPINB12,Q96P63|Q96P63-2,1-10 FA,no hit,0.239810142,0.640214708,22.71695482,0.711125303
ACTR2,P61160|P61160-2,1-10 FA,no hit,-0.048426403,0.640579657,24.37908346,0.711125303
LETM1,O95202,1-10 FA,no hit,0.06391324,0.642525734,24.14362588,0.712585023
RAB7A,P51149,1-10 FA,no hit,-0.047373028,0.64523926,25.08181849,0.714892173
SUCLG1,P53597,1-10 FA,no hit,0.052836493,0.653541278,23.56254255,0.723380493
LACTB2,Q53H82,1-10 FA,no hit,0.06323679,0.654622678,22.41984736,0.723525047
CAPRIN1,A0A087X082|E9PLA9|Q14444|Q14444-2,1-10 FA,no hit,-0.07345631,0.654953586,25.58395628,0.723525047
RPS4X,P62701,1-10 FA,no hit,-0.072325223,0.669061667,24.87940562,0.738387705
MORC3,Q14149,1-10 FA,no hit,-0.055479763,0.673358514,23.77942692,0.742404065
HDAC1,Q13547,1-10 FA,no hit,-0.079591869,0.67426839,23.80363008,0.742492598
EIF3F,O00303,1-10 FA,no hit,-0.055019665,0.674754123,23.6763675,0.742492598
NLN,E9PCB6|Q9BYT8,1-10 FA,no hit,0.057403496,0.675761658,24.00104064,0.742877227
ZNF90|RPS16,A0A087WZ27|M0R210|P62249,1-10 FA,no hit,-0.060800667,0.677941452,24.35515028,0.74454854
GBF1,Q92538|Q92538-2|Q92538-3,1-10 FA,no hit,0.076728056,0.68076769,23.48430321,0.745719809
NEU1,Q99519,1-10 FA,no hit,0.231764428,0.680946488,21.59884061,0.745719809
MCM6,Q14566,1-10 FA,no hit,-0.094770905,0.68098948,26.31089985,0.745719809
CCT5,B7ZAR1|E9PCA1|P48643,1-10 FA,no hit,-0.053470455,0.68724155,26.25352712,0.751836928
HEATR3,Q7Z4Q2|Q7Z4Q2-2,1-10 FA,no hit,-0.078327113,0.689312373,22.67151398,0.753372381
LSM2,Q9Y333,1-10 FA,no hit,0.056486171,0.690600177,23.72077819,0.754049903
MSN,P26038,1-10 FA,no hit,-0.046798678,0.697392056,24.93857108,0.760730078
TPM1,B7Z596|F5H7S3|H0YK48|H7BYY1|P09493-3|P09493-5|P09493-9|Q6ZN40,1-10 FA,no hit,-0.09052337,0.698931561,26.44429808,0.761673486
ESYT1,Q9BSJ8|Q9BSJ8-2,1-10 FA,no hit,0.105717494,0.705889073,22.49558247,0.768513755
ACADVL,P49748|P49748-2|P49748-3,1-10 FA,no hit,0.100331434,0.710251793,25.6467425,0.772518569
CLTA,P09496|P09496-2|P09496-3|P09496-4,1-10 FA,no hit,-0.065484034,0.712916655,24.5878844,0.774670745
VCL,P18206|P18206-2,1-10 FA,no hit,-0.05752492699999999,0.716612384,27.41213145,0.777600676
DHX15,O43143,1-10 FA,no hit,0.048284325,0.716990526,25.21333209,0.777600676
EIF3CL|EIF3C,B5ME19|Q99613|Q99613-2,1-10 FA,no hit,-0.051881038,0.722430239,24.60219993,0.781925074
HNRNPK,P61978|P61978-2|P61978-3,1-10 FA,no hit,-0.046662592,0.722829959,26.01034576,0.781925074
USP7,Q93009|Q93009-3,1-10 FA,no hit,0.051177981,0.723055604,25.94660417,0.781925074
LARP1,Q6PKG0|Q6PKG0-3,1-10 FA,no hit,-0.053264272,0.730919128,23.11490862,0.789672436
PRDX5,P30044|P30044-2|P30044-3,1-10 FA,no hit,-0.083508948,0.73177761,24.70460855,0.789844093
MTA1,E7ESY4|Q13330|Q13330-3,1-10 FA,no hit,-0.106472756,0.734707777,22.79092848,0.79224936
DDX39B,Q13838|Q13838-2,1-10 FA,no hit,0.072626776,0.736402512,22.72371696,0.793319118
BLVRB,P30043,1-10 FA,no hit,-0.048812647,0.745957121,22.39941358,0.802846129
RPS14,P62263,1-10 FA,no hit,0.03741451,0.749436395,24.10906959,0.805822562
STAG1,Q8WVM7|Q8WVM7-2,1-10 FA,no hit,-0.104668778,0.751716405,23.18036851,0.80740456
DDX3X,A0A0D9SF53|A0A0D9SFB3|A0A0D9SG12|O00571|O00571-2,1-10 FA,no hit,0.03862024,0.752337995,25.22036415,0.80740456
FTCD,O95954,1-10 FA,no hit,-0.055189764,0.756374458,23.29061864,0.810299708
DNAJC13,O75165,1-10 FA,no hit,0.058394687,0.756895209,21.84321165,0.810299708
RNMT,O43148|O43148-2,1-10 FA,no hit,0.041470406,0.757188833,23.5649294,0.810299708
BCAT2,B3KSI3|M0QXF9|M0QZ10|M0QZP4|M0R2K7|O15382|O15382-2,1-10 FA,no hit,0.053024141,0.76223886,23.08333855,0.814931508
POLR2B,C9J2Y9|C9J4M6|P30876,1-10 FA,no hit,0.063385064,0.765314563,24.20129997,0.817445735
FUBP1,E9PEB5|Q96AE4|Q96AE4-2,1-10 FA,no hit,-0.034696678,0.767226614,23.40706386,0.818083664
PRKDC,P78527|P78527-2,1-10 FA,no hit,0.066771141,0.767361028,27.66737293,0.818083664
TPP2,P29144,1-10 FA,no hit,-0.058969527,0.769611981,27.12447032,0.819709365
ELAC2,G5E9D5|Q9BQ52|Q9BQ52-4,1-10 FA,no hit,0.042869471,0.774818479,23.23468733,0.824476968
EIF3K,K7ERF1|K7ES31|Q9UBQ5|Q9UBQ5-2,1-10 FA,no hit,-0.032996584,0.776378652,24.20253629,0.825359226
AIM1,A0A0J9YWL0|Q9Y4K1,1-10 FA,no hit,0.093862332,0.779129002,25.05243555,0.827503897
RPS5,M0QZN2|M0R0F0|M0R0R2|P46782,1-10 FA,no hit,-0.03944905,0.783451033,23.74213852,0.831312234
GAA,P10253,1-10 FA,no hit,0.069577826,0.784773001,25.44480588,0.831933069
API5,G3V1C3|Q9BZZ5|Q9BZZ5-2|Q9BZZ5-3|Q9BZZ5-6,1-10 FA,no hit,-0.029519888,0.787476573,25.1973301,0.834015995
CCT3,P49368,1-10 FA,no hit,-0.046683871,0.789146708,26.21283118,0.835001531
PSAP,C9JIZ6|P07602|P07602-2|P07602-3,1-10 FA,no hit,-0.172931778,0.79045721,24.8008208,0.835605047
FYCO1,Q9BQS8|Q9BQS8-4,1-10 FA,no hit,0.033289123,0.797418396,23.9445216,0.841964125
RPL11,P62913|P62913-2,1-10 FA,no hit,0.038801983,0.797964228,24.43536255,0.841964125
SNX4,F8W9T3|O95219|O95219-2,1-10 FA,no hit,0.026583776,0.799001142,23.63964172,0.842271045
RUVBL2,Q9Y230|Q9Y230-2,1-10 FA,no hit,0.030849608,0.800330851,23.97354848,0.842885757
GSR,P00390|P00390-2|P00390-3,1-10 FA,no hit,0.038028635,0.803372744,24.46845971,0.844691305
CLPX,O76031,1-10 FA,no hit,0.047618201,0.803541595,22.8553466,0.844691305
FUCA1,P04066,1-10 FA,no hit,-0.03598859,0.80459802,23.44562403,0.845015037
CLTC,A0A087WVQ6|Q00610|Q00610-2,1-10 FA,no hit,0.043850132,0.806118357,27.88192871,0.84582493
PRC1,O43663|O43663-2|O43663-3|O43663-4,1-10 FA,no hit,0.04589582,0.823409131,22.91933649,0.863165189
DDX46,A0A0C4DG89|Q7L014,1-10 FA,no hit,0.02974945,0.826760782,24.42474883,0.865874697
PRPF4,O43172|O43172-2,1-10 FA,no hit,0.054800562,0.833450908,22.89062949,0.872072359
CHD1,O14646|O14646-2,1-10 FA,no hit,0.034308265,0.846360777,23.42544651,0.884760478
RPL13A,M0QYS1|P40429,1-10 FA,no hit,0.028131659,0.848301108,23.75604816,0.885968502
AASS,F8WAH1|Q9UDR5,1-10 FA,no hit,0.021292441,0.849110795,23.39146695,0.885994536
MYL6,B7Z6Z4|F8VPF3|F8W1R7|G3V1V0|G8JLA2|J3KND3|P60660|P60660-2,1-10 FA,no hit,-0.035949367,0.85827761,25.51338612,0.894668254
hCG_2039566|A0A0U1RRH7|HIST1H2AB|HIST1H2AG|HIST1H2AD|HIST2H2AC|HIST2H2AA3|HIST3H2A|HIST1H2AC|HIST1H2AH|HIST1H2AJ|H2AFJ,A0A0U1RR32|A0A0U1RRH7|P04908|P0C0S8|P20671|Q16777|Q6FI13|Q7L7L0|Q93077|Q96KK5|Q99878|Q9BTM1,1-10 FA,no hit,0.029510863,0.859008315,24.64457084,0.894668254
DIABLO,A0A024RBT2|F5GXT8|F5H796|Q9NR28|Q9NR28-2|Q9NR28-3,1-10 FA,no hit,0.038436651,0.865300505,23.30022906,0.900391032
CPQ,Q9Y646,1-10 FA,no hit,0.049739346,0.866425221,24.09471633,0.900731192
RBM17,Q96I25,1-10 FA,no hit,-0.027802782,0.868650531,22.85423754,0.902213845
NCBP1,Q09161,1-10 FA,no hit,-0.030738544,0.87309481,25.3318594,0.905996361
SEC23IP,Q9Y6Y8,1-10 FA,no hit,-0.019273372,0.875425437,24.92821723,0.907580642
CMAS,Q8NFW8,1-10 FA,no hit,0.016302181,0.886204954,23.14783946,0.917913205
CAPZB,B1AK87|B1AK88|P47756-2,1-10 FA,no hit,0.015730993,0.887407375,25.88773576,0.918316156
OSBP,P22059,1-10 FA,no hit,0.023916881,0.889360306,22.4916673,0.919494309
SRSF11,Q05519|Q05519-2|Q5T760,1-10 FA,no hit,0.03885481,0.892790849,22.27050756,0.922196586
ARPC2,O15144,1-10 FA,no hit,0.013577056,0.898997142,23.61833267,0.927758476
RPL6,Q02878,1-10 FA,no hit,-0.02443448,0.902035538,23.87156099,0.930043947
EFTUD2,Q15029|Q15029-2|Q15029-3,1-10 FA,no hit,-0.012026816,0.90805747,26.47201121,0.935398617
PCM1,A6NNN6|E7ETA6|H0YBA1|Q15154|Q15154-2,1-10 FA,no hit,-0.021665708,0.909462814,21.37621622,0.935992267
CALM1,P62158,1-10 FA,no hit,-0.01866456,0.9130022,25.22750603,0.938779129
RPS2,H0YEN5|P15880,1-10 FA,no hit,0.035659763,0.914776514,24.2345277,0.939747665
CAPZA1,P52907,1-10 FA,no hit,-0.014757285,0.916825487,23.22682445,0.940996341
POLR2G,P62487,1-10 FA,no hit,0.014742761,0.923716732,23.60865804,0.946364503
RPL18,G3V203|H0YHA7|J3QQ67|Q07020|Q07020-2,1-10 FA,no hit,-0.017769036,0.923757986,23.49715056,0.946364503
PABPC4,B1ANR0|Q13310|Q13310-2|Q13310-3,1-10 FA,no hit,-0.014504749,0.924570458,24.7355929,0.946364503
ACTN1,P12814|P12814-2|P12814-3|P12814-4,1-10 FA,no hit,0.009945736,0.936189171,26.86286219,0.957389107
LSM7,Q9UK45,1-10 FA,no hit,-0.009698806,0.940716839,24.15985501,0.961016156
BYSL,Q13895,1-10 FA,no hit,0.009916061,0.941894428,21.97720108,0.961016156
SNRPA,M0R268|P09012,1-10 FA,no hit,-0.017469194,0.942289535,24.301943,0.961016156
HEXA,H3BP20|H3BS10|P06865,1-10 FA,no hit,0.013693493,0.94451063,26.12365682,0.962412005
TXNDC12,O95881,1-10 FA,no hit,0.008067518,0.945637436,23.92145404,0.962691312
PDE12,F6T1Q0|Q6L8Q7|Q6L8Q7-2,1-10 FA,no hit,-0.008066968,0.94732583,24.08156785,0.963541317
RPS25,P62851,1-10 FA,no hit,0.009866024,0.957698409,22.48917262,0.973153471
ACBD3,Q9H3P7,1-10 FA,no hit,-0.007081521,0.958771413,24.01219206,0.973153471
DLD,P09622,1-10 FA,no hit,0.007772115,0.959362102,23.26446221,0.973153471
PDS5A,Q29RF7,1-10 FA,no hit,-0.013457458,0.961122598,23.79542579,0.974064105
CCT8,P50990|P50990-2,1-10 FA,no hit,0.005638663,0.96603121,27.21219158,0.97816075
OGT,O15294|O15294-3,1-10 FA,no hit,0.005608582,0.967924221,25.01951763,0.979095775
CSDE1,E9PLT0|O75534|O75534-2|O75534-3|O75534-4,1-10 FA,no hit,-0.004538688,0.968689088,24.67228758,0.979095775
RUFY1,H0YA47|Q96T51|Q96T51-2,1-10 FA,no hit,-0.00400635,0.973128131,23.92269809,0.982702737
CCT6A,P40227|P40227-2,1-10 FA,no hit,-0.003491112,0.976470791,25.21978092,0.985197071
PLRG1,O43660|O43660-2,1-10 FA,no hit,-0.00535141,0.977879089,22.2539114,0.985384204
KYAT3,Q6YP21|Q6YP21-3,1-10 FA,no hit,0.003236662,0.978528787,24.02584373,0.985384204
MYH10,P35580|P35580-2|P35580-3|P35580-4|P35580-5,1-10 FA,no hit,0.005438098,0.979274648,25.69708666,0.985384204
SSRP1,Q08945,1-10 FA,no hit,0.003426889,0.980559136,22.39766152,0.985798098
NENF,Q9UMX5,1-10 FA,no hit,-0.004721457,0.987693423,24.9399616,0.992087077
RFC4,P35249,1-10 FA,no hit,-0.002816419,0.990403457,21.99716207,0.993341353
RANGAP1,P46060,1-10 FA,no hit,-0.002205446,0.990701827,24.70924068,0.993341353
DUT,A0A0C4DGL3|H0YKC5|H0YKI0|H0YMM5|H0YMP1|H0YNJ9|H0YNW5|P33316|P33316-2,1-10 FA,no hit,-0.002239531,0.992772212,22.03793432,0.994362185
KPNA4,O00629,1-10 FA,no hit,-7.64975e-4,0.99388546,23.66161946,0.994362185
SUPT6H,Q7KZ85,1-10 FA,no hit,-0.001138975,0.994362185,25.43768439,0.994362185
